Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,IBM,MSFT,AAPL,GOOGL,IBM,MSFT,AAPL,GOOGL,IBM,MSFT,AAPL,GOOGL,IBM,MSFT,AAPL,GOOGL,IBM,MSFT
Date,,,,,,,,,,,,,,,,,,,,
2000-01-03,0.8400943279266357,,57.73017501831055,35.66810989379883,0.8443156783566781,,57.73017501831055,36.299234626504116,0.7631676614192741,,55.67727336171336,34.27198548508713,0.7870901168329728,,55.957212330370865,35.91673478850091,535796800,,10823694,53228400
2000-01-04,0.7692658305168152,,55.77054977416992,34.46320343017578,0.8302436317453809,,56.983629757585966,35.84020156945029,0.7594152797298118,,55.1795625991221,34.34845358523624,0.8124194816500911,,56.73479263423868,34.750078042524635,512377600,,8606279,54119000
2000-01-05,0.7805227637290955,,57.73017501831055,34.826595306396484,0.8297747245140543,,59.59645466741326,35.61071963784199,0.7730182131188515,,55.801692004986876,33.468721464137204,0.7786466135511642,,56.206049616917895,34.0042210075634,778321600,,13318927,64059600
2000-01-06,0.7129774689674377,,56.73481369018555,33.65996551513672,0.8030379717499876,,59.19207623069201,34.845714300329035,0.7129774689674377,,56.4859764744875,33.1627160245722,0.7964714723821259,,58.72550744416052,34.32933982935818,767972800,,8338607,54976600
2000-01-07,0.7467504739761353,,56.48597717285156,34.099822998046875,0.7580081746532202,,58.69440252496384,34.348447618896344,0.7167306235573667,,55.05516515070266,32.83757492296494,0.7242351728249103,,58.3522523420512,33.23919931049101,460734400,,12402108,62013600
2000-01-10,0.7336167693138123,,58.72550964355469,34.34846496582031,0.7673889238252092,,59.409810026548115,34.78833951716434,0.7111014652237707,,57.419116198017456,34.08071523891525,0.7655127737380701,,58.3522538060284,34.711839595191464,505064000,,8933363,44963600
2000-01-11,0.6960914134979248,,59.22320556640625,33.46870803833008,0.745812414838958,,60.28076217036888,34.960456168038505,0.6792053637068335,,58.04123030482384,33.25833330208915,0.720013864309706,,58.663323592922744,34.11895722307477,441548800,,8235472,46743600
2000-01-12,0.654344916343689,,59.472007751464844,32.37858963012695,0.7167306730416629,,60.716189621112036,33.315713606427146,0.6491846647215528,,58.84991483083692,31.95784008974728,0.7129775213729977,,59.53421505772331,33.20096373177814,976068800,,7116775,66532400
2000-01-13,0.7261111736297607,,58.84989929199219,32.99058151245117,0.7411211218447079,,60.21850335600467,33.23920618471892,0.6942151777147119,,57.60571377925357,31.058959058678667,0.7091074375866951,,59.689723520188856,31.938707899010698,1032684800,,8880226,83144000
2000-01-14,0.7537861466407776,,59.53422164916992,34.34846496582031,0.7673889491678385,,61.3693949753049,34.864839439137214,0.7458125460832217,,58.476665552817416,32.3594669945256,0.7505028964052263,,60.18742028105156,32.79934154586962,390376000,,11460604,73416400
2000-01-18,0.780053436756134,,57.605735778808594,35.285579681396484,0.7955332349061105,,59.59643335943518,35.64895421470084,0.7537858422322339,,57.23248395405023,34.19545608148342,0.7580079925116949,,59.56532771683562,34.21458105692049,459177600,,7995519,81483600
2000-01-19,0.7997546792030334,,59.472007751464844,32.74197006225586,0.8161717283663694,,60.716189621112036,34.118968803191855,0.7758322294828537,,56.081604312749164,32.43597034204786,0.7927183286048901,,57.512416044389056,33.812969082983855,597643200,,9031687,97568200
2000-01-20,0.8518210649490356,,59.22320556640625,32.43596649169922,0.9118607754801239,,62.08483072005019,33.5643403260213,0.8518210649490356,,59.22320556640625,32.397716531213725,0.8668309675310674,,61.213900116711734,32.761091155825916,1831132800,,18601436,56349800
2000-01-21,0.8354037404060364,,60.46736526489258,31.747468948364258,0.8574492377587635,,61.21387290717801,32.8184679008392,0.8269602904203244,,59.689748007516656,31.5944690980107,0.8574492377587635,,60.653991182561626,32.74196797566242,495924800,,8230660,68416200
2000-01-24,0.7974095940589905,,60.46736526489258,30.98247528076172,0.846191645431386,,61.15166559182474,32.340349197387695,0.7889660929023431,,58.01009886205827,30.848600387573242,0.8138265944476762,,60.653991182561626,31.761818408966064,440876800,,6798163,63597600
2000-01-25,0.8424392938613892,,59.28535842895508,31.460586547851562,0.84900669483073,,59.47198822968624,31.785711150473738,0.7683276955040399,,57.730128623696366,30.466087763360207,0.7880279945561796,,58.10338425355134,30.905962225731383,497145600,,7255997,59823200
2000-01-26,0.8269606232643127,,58.10342025756836,30.40871810913086,0.8569805327482888,,59.68975667452987,31.67096678535893,0.8236774226868682,,57.730164396423895,30.332218189359462,0.8255535229878401,,59.254293488999565,31.34584212633049,367158400,,5120275,49365000
2000-01-27,0.8255531787872314,,56.48597717285156,30.21747398376465,0.8480685273754587,,58.94323974373838,30.96334834159175,0.8030378803004709,,55.55283958825175,29.75847437894797,0.8166406789930389,,58.72550817021302,30.566504933260664,340144000,,8707532,63654800
2000-01-28,0.7626984119415283,,55.52172088623047,30.064464569091797,0.8321197080570601,,56.82811399177401,30.676463847851934,0.7551938632856565,,54.775209405460295,29.758464929711728,0.8119504100015169,,56.11270814893806,30.026214614169287,423348800,,6976192,58225400
2000-01-31,0.77864670753479,,55.8638916015625,29.94972038269043,0.7795848077877263,,56.14383450304789,30.045345288126864,0.7092254350624645,,54.55749801398065,29.031721290500688,0.7580084017672164,,55.428428396238544,29.873220458341287,701680000,,6488024,73194200
2000-02-01,0.7523788213729858,,54.74411392211914,31.49884033203125,0.7880279705783426,,56.454868723313254,31.59446522678544,0.7505027217619402,,54.30865079669922,29.892342100160803,0.7805225701047787,,55.92608866678113,30.140966826521705,318035200,,7640716,70196600
2000-02-02,0.7415903806686401,,56.48597717285156,30.848600387573242,0.7664508852637621,,57.63684633097675,31.80484962463379,0.7279875282864433,,54.930746541315386,30.752975463867188,0.7561321347828147,,55.739465516527936,31.345849990844727,464195200,,8062254,49915600
2000-02-03,0.7753632664680481,,58.290008544921875,31.709226608276367,0.7823996174005331,,58.47663435640649,31.881351481300786,0.752378865471665,,56.765880540833955,30.638227398346643,0.7528479154526531,,57.232453012759436,31.23110196098631,475193600,,6499635,49186000
2000-02-04,0.8105434775352478,,57.54352569580078,32.60808181762695,0.8255533795681452,,58.94323188610786,33.04795623510813,0.777708521477309,,57.13916427629458,31.86698904904452,0.780053721598334,,58.81881329330663,31.938707704068626,425320000,,5653944,55365400
